Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Casper,VIA_P2,VIA_P2,2893MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Casper,VIA_A3,VIA_A3,3577MB,Phone,Qualcomm SDM450,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Casper,VIA_S18,VIA_S18,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Casper,CASPER_L10_4_5G,CASPER_L10_4_5G,1900MB,Tablet,Mediatek MT8735,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Casper,VIA M3,CASPER_VIA_M3,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Casper,VIA_A1_1,VIA_A1_1,3804-3811MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Casper,VIA_A1_1,VIA_F1,3768MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Casper,VIA_M4,VIA_M4,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
Casper,VIA_S17,VIA_S17,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Casper,VIA_A1,VIA_A1,3804-3811MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.2
Casper,VIA A2,CASPER_VIA_A2,2858MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Casper,VIA G1 Plus,CASPER_VIA_G1_Plus,2854-2858MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.0
Casper,VIA G1,CASPER_VIA_G1,2858MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.0
Casper,VIA_ G3,VIA_G3,2817MB,Phone,Mediatek MT6762,720x1520,320,armeabi-v7a;armeabi,27,3.2
Cat,Cat S48c,CatS48c,3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cat,CatS50c,CatS50c,,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,21,3.0
Cat,Cat S41,CatS41,2794MB,Phone,Mediatek MT6757,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Cat,Cat S31,CatS31,1913MB,Phone,Qualcomm MSM8909,720x1280,280,armeabi-v7a;armeabi,25,3.0
Cat,S40,CatS40,902MB,Phone,Qualcomm MSM8909,540x960,240,armeabi-v7a;armeabi,22,3.0
Cat,Cat S61,CatS61,3742MB,Phone,Qualcomm SDM630,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cavion,M1092Q,M1092Q,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2.0
Ceibal,TC80RA6,TC80RA6_1,877MB,Tablet,Intel Z3735G,800x1280,160,x86;armeabi-v7a;armeabi,21,3.1
Ceibal,A102,A102,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Ceibal,KIL-TAB82WIFI,KIL-TAB82WIFI,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Ceibal,Ibirapita,A81F,894MB,Tablet,Mediatek MT8735B,800x1280,160,armeabi-v7a;armeabi,24,3.1
Ceibal,U800B,U800B,1974MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Ceibal,Kil-82WFDC,Kil-82WFDC,1992MB,Tablet,Mediatek MT8163,800x1280,160,armeabi-v7a;armeabi,27,3.1
Ceibal,TC80RA1,TC80RA1_3,877MB,Tablet,Intel Z3735G,1280x800,160,x86;armeabi-v7a;armeabi,21,3.1
Celkon,Swift 4G,Swift_4G,878MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2.0
Celkon,Smart 4G,Smart_4G,878MB,Phone,Spreadtrum SC9832A,800x480,240,armeabi-v7a;armeabi,24,2.0
Celkon,CliQ 2,c707_ym_n_37m35,2958MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Celkon,uniQ,UniQ,2933MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Cell_C,Luna,Luna,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Cell_C,Summit Plus,Summit_Plus,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Cell_C,CellC_Extreme,CELLC_Extreme,920MB,Phone,Mediatek MT6735P,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Cell_C,WIZ,Wiz,963MB,Phone,Spreadtrum SC7731C,854x480,240,armeabi-v7a;armeabi,23,2.0
Cell_C,Cell C Evolve,CELLC_Evolve,924MB,Tablet,Mediatek MT8735,1280x800,160,armeabi-v7a;armeabi,22,3.0
Cell_C,Eclipse,Eclipse,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Cell_C,deluxe,Cell_C,457-458MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,22;23,2.0
Cell_C,Cell C Nitro,CELLC_Nitro,930MB,Tablet,Mediatek MT8735,600x1024,160,armeabi-v7a;armeabi,22,3.0
Cell_C,Titan,Titan,923MB,Phone,Spreadtrum SC7731C,540x960,240,armeabi-v7a;armeabi,24,2.0
Cell_C,FAME,Cell_C_Fame,925MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Cell_C,JAZZ,Jazz,458MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Cell_C,Jewel,Jewel,923MB,Phone,Spreadtrum SC7731C,540x960,240,armeabi-v7a;armeabi,24,2.0
Cellacom,M432,M432,453MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Cellacom,M531,M531,960MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
CellAllure,Earn,Earn,1813MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
CellAllure,Cool Duo,Cool_Duo,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cello,T1045PN,T1045PN,971MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
CEM Global,HS29779-18,HS29779-18,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Centric,G1,CM4331,2897-2932MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
Centric,Centric L3,L3,1917MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
CG Mobile,Blaze  G,Blaze_G,914MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
CG Mobile,Omega6,OMEGA6,888MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
CG Mobile,OMEGA 3,OMEGA_3,914MB,Phone,Spreadtrum SC7731C,480x960,240,armeabi-v7a;armeabi,24,2.0
CG Mobile,OMEGA 8,CG_Omega_8,2048MB,Phone,Mediatek MT6737,640x1280,320,armeabi-v7a;armeabi,24,3.1
CG Mobile,Blaze N,Blaze_N,914MB,Phone,Spreadtrum SC7731G,480x854,240,armeabi-v7a;armeabi,24,2.0
CG Mobile,EON Blaze Pro,CG_EON_Blaze_Pro,958MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
CGV (France),Ultimate T8,Ultimate_T8,1755MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Chemist Warehouse,JR-MB603,JR_MB603,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Chenrui,M40,M40,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare P1 Mini,Flare_P1_Mini,459MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J3 Plus,FlareJ3Plus,1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J3 Plus,H620,1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J3 Max,Flare_J3_Max,904MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Omega HD Duo,Omega_HD_Duo,1863MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Cherry Mobile,Lenoxx,CX940,457MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,H220,ctih220_sprout,1905MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,24;25,3.0
Cherry Mobile,Omega Lite 3s,Omega_Lite_3s,904MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,FB100,FB100,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J3s,Flare_J3s,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Desire R7 Lite,Desire_R7_Lite,459MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Spin Max 2,Spin_Max_2,959MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J2S,Flare_J2S,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J6,Flare_J6,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega HD 4,Cherry_Omega_HD_4,896MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare J7,Flare_J7,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Cherry Mobile,Flare Y6,Flare_Y6,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7 Deluxe,Flare_S7_Deluxe,2897MB,Phone,Mediatek MT6739CH,720x1512,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S7 Power,Flare_S7_Power,943MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J6 mini,Flare_J6_mini,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J2 Lite,Flare_J2_Lite,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare HD Max,Flare_HD_MAX,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare S5 Lite DTV,FlareS5LiteDTV,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Desire R6 Lite,Desire_R6_Lite,450MB,Phone,Mediatek MT6580,960x480,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J3,FlareJ3,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J3,H680,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare_J3_Lite,Flare_J3_Lite,959MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare S6 Max,Flare_S6_Max,957MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare S6 Power,Cherry_S6_Power,893MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare A2 Lite,Flare_A2_Lite,449MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega Icon 2,Omega_Icon_2,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare J2 Prime,Flare_J2_Prime,933MB,Phone,Mediatek MT6580,720x1512,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare P3 lite,Flare_P3_lite,898MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7,Flare_S7,2898MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S7 Lite,Flare_S7_Lite,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J2 Mini,Flare_J2_Mini,458MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Iris,Iris,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J8 LTE,Flare_J8_LTE,896MB,Phone,Mediatek MT6739WW,720x1480,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Rover 2,Cherry_Rover_2,702MB,Phone,Spreadtrum SC7731,480x800,240,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare Lite 3S,Flare_Lite_3S,459MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare_S7_Prime,Flare_S7_Prime,919MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S5,Flare_S5,2933MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Cherry Mobile,Spin Max,H650,959MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare A2,Flare_A2,909MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
Cherry Mobile,Flare S6,Cherry_Flare_S6,1906-1942MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Cherry Mobile,Flare P1,Flare_P1,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare A1,FlareA1,928MB,Phone,Mediatek MT6753,720x1280,320,armeabi-v7a;armeabi,23,3.0
Cherry Mobile,Omega HD 3S,H115,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare Y3 mini,Flare_Y3_mini,904MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare 5,X630,2934MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Cherry Mobile,Flare S5 Plus,Flare_S5_Plus,2918MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Cherry Mobile,Superion Radar Deluxe 2,Radar_Deluxe_2,904MB,Phone,Spreadtrum SC7731,800x1280,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Desire R8 Lite,Desire_R8_Lite,896MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Selfie Two,Selfie_Two,1902MB,Phone,Mediatek MT6737,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Cherry Mobile,Omega Lite 3C,Omega_Lite_3C,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare S7 Max,Flare_S7_Max,939MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare P3 Plus,Flare_P3_Plus,886MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S6 Plus,Flare_S6_Plus,3891MB,Phone,Mediatek MT6750T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Cherry Mobile,Flare HD 3,Flare_HD_3,897MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare S5 Max,FLARE_S5_MAX,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare A5,Cherry_X740,2881MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Cherry Mobile,Flare P1 Lite,Flare_P1_Lite,457MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,23,2.0
Cherry Mobile,Flare J5s,Flare_J5s,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Fusion Aura 3s,Fusion_Aura_3s,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare HD 4,Flare_HD_4,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omage Icon Lite 2,Omega_Icon_Lite_2,512MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega Lite 4,omega_lite_4,947MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega HD 5,Omega_HD_5,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J6 Plus,Flare_J6_Plus,1897MB,Phone,Mediatek MT6739WA,720x1500,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare P1 Plus,Flare_P1_Plus,1915MB,Phone,Mediatek MT6737,1080x1920,480,armeabi-v7a;armeabi,24,3.1
Cherry Mobile,Flare S7 Plus,Flare_S7_Plus,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Desire R6,Desire_R6,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare J5 Mini,Flare_J5_Mini,957MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare X,Flare_X,2920MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Cherry Mobile,Flare J2 Max,Flare_J2_Max,903MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare Y3,FlareY3,960MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Desire R6 Plus,Desire_R6_plus,958MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Superion Radar Duluxe,Radar_Deluxe,914MB,Tablet,Spreadtrum SC7731G,800x1280,213,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare Y7 LTE,Flare_Y7_LTE,892MB,Phone,Mediatek MT6739WW,720x1520,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,FLARE S6 Lite,Flare_S6_Lite,955MB,Phone,Mediatek MT6580M,720x1280,320,armeabi-v7a;armeabi,24,2.0
Cherry Mobile,Flare J1 Lite,Flare_J1_Lite,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S6 Selfie,Cherry_Selfie,2867MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Cherry Mobile,One,H940_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2.0
Cherry Mobile,Flare S7 Mini,Flare_S7_Mini,932MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare J2 2018,Flare_J2_2018,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare P3,Flare_P3,890MB,Phone,Mediatek MT6580,1280x640,320,armeabi-v7a;armeabi,27,2.0
China Mobile,n1 max,m823_cmcc,1893MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
China Mobile,A3,M651G,877MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2.0
China Mobile,M762G,M762G,2707MB,Phone,Qualcomm SDM450,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Chuwi,CHUWI,Hi9Air,3682MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Chuwi,Hi9,Hi9,3953MB,Tablet,Mediatek MT8173,1600x2560,360,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Chuwi,Hi9Pro,Hi9Pro,2677MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Cipherlab,RK25WO,RK25WO,1919MB,Phone,Qualcomm APQ8017,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.0
Cipherlab,RS31,RS31,1900MB,Phone,Mediatek MT8735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Cipherlab,RK25,RK25,1874MB,Phone,Qualcomm MSM8917,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.0
Cipherlab,RS51_HS,RS51_HS,1842MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Citycall,Life_Pro_7,Life_Pro_7,888MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Citycall,Life Power 9,Life_Power_9,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Citycall,Life_10_Pro,Life_10_Pro,1904MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Citycall,Life Lite 4G,KL5011C,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Claresta,G4,G4,,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Claresta,G5,G5,,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Claresta,F3,F3,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22,2.0
Claresta,G6,G6,1917MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Claresta,S6Plus,S6Plus,1886MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Clarmin,B8plus,B8plus,3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Clarmin,B8,B8,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Clarmin,CLARMIN C1,CLARMIN_C1,2875MB,Phone,Mediatek MT6739CW,1440x720,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Clarmin,B5Pro,B5Pro,1909MB,Phone,Mediatek MT6737,1280x640,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Clarmin,B8Lite,B8Lite,2893MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Clementoni,Clemphone 7.0,ClemPhone_7,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Clementoni,Clempad 6.0 XL,Clempad_6_XL,999MB,Tablet,Rockchip RK3126,1280x800,160,armeabi-v7a;armeabi,23,2.0
Clementoni,Clempad 6.0,Clempad_6,999MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2.0
Clementoni,My First Clempad HR Plus,MFC_HR_Plus,1001MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,22,2.0
Clementoni,Clemphone,ClemPhone,928MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,23,3.0
Clementoni,Clempad HR,Clempad_HR,494MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,22,2.0
Clementoni,Clempad 5.0 XL,Clempad_HR_XL,1001MB,Tablet,Rockchip RK3126,1024x768,160,armeabi-v7a;armeabi,22,2.0
Clementoni,My First Clempad 6.0,MFC_6,999MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2.0
Clementoni,My First Clempad 7,MFC_7,958MB,Tablet,Mediatek MT6580,600x1024,160,armeabi-v7a;armeabi,24,2.0
Clementoni,My First Clempad HR,MFC_HR,494MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,22,2.0
Clementoni,Clempad HR Plus,Clempad_HR_Plus,1001MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,22,2.0
Clementoni,MFC_8,MFC_8,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Clementoni,Clempad_6_S,Clempad_6_S,999MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2.0
Clementoni,CLEMPAD_2018,CLEMPAD_2018,889MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Clementoni,MFC_2018,MFC_2018,894MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,27,2.0
Clementoni,Clempad_7_S,Clempad_7_S,958MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
Clementoni,Clempad 8,Clempad_8,953MB,Tablet,Mediatek MT6580,800x1280,160,armeabi-v7a;armeabi,24,2.0
CLEVER,C45,C45,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Click,M9021G,M9021G,963MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,22,2.0
Click,"Tab 7""",I7043G,919MB,Tablet,Intel C3230RK,600x1024,160,x86;armeabi-v7a;armeabi,23,2.0
Clickonica Exclusive,itabx,itabx,979MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Clicktabds,F19,F19,1962MB,Tablet,Mediatek MT8167B,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
ClipSonic,DVI37BT,DVI37BT,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cloud (TruConnect),Cirrus_C2,Cirrus_C2,928MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
